location,size,total_sqft,bath,price,bhk,price_per_sqft
Attibele,2 BHK,656,2,25,2,3810.98
Attibele,1 BHK,400,1,11,1,2750
Attibele,1 BHK,400,1,12,1,3000
Attibele,1 BHK,400,1,14,1,3500
Attibele,1 BHK,500,1,17,1,3400
Attibele,4 Bedroom,2168,4,95,4,4381.92
Attibele,1 BHK,395,1,10.25,1,2594.94
Attibele,1 BHK,420,1,17,1,4047.62
Attibele,1 BHK,418,1,12,1,2870.81
Attibele,2 BHK,1200,2,42,2,3500
Attibele,1 BHK,400,1,10,1,2500
Attibele,2 BHK,695,1,25,2,3597.12
Attibele,2 BHK,850,1,25,2,2941.18
Attibele,3 Bedroom,2400,3,120,3,5000
Attibele,1 BHK,450,1,12.5,1,2777.78
Attibele,1 BHK,782,1,19.55,1,2500
Attibele,2 BHK,656,2,25,2,3810.98
Attibele,1 BHK,400,1,11.5,1,2875
Attibele,1 BHK,460,1,13,1,2826.09
Attibele,1 BHK,418,2,11.5,1,2751.2
Attibele,2 Bedroom,1000,2,42,2,4200
Attibele,1 BHK,550,1,11.5,1,2090.91
Attibele,1 BHK,410,1,10,1,2439.02
Attibele,3 Bedroom,1700,3,65,3,3823.53
Attibele,1 BHK,400,1,10.25,1,2562.5
Attibele,2 BHK,656,2,25,2,3810.98
Attibele,3 Bedroom,1500,3,90,3,6000
Attibele,1 BHK,520,1,15,1,2884.62
BEML Layout,2 BHK,1060,2,55,2,5188.68
BEML Layout,2 BHK,999,2,45,2,4504.5
BEML Layout,5 Bedroom,2400,4,225,5,9375
BEML Layout,2 BHK,1194,2,65,2,5443.89
BEML Layout,2 BHK,1200,2,67,2,5583.33
BEML Layout,2 Bedroom,2400,2,228,2,9500
BEML Layout,2 BHK,1194,2,65,2,5443.89
BTM 2nd Stage,3 Bedroom,1260,5,185,3,14682.54
BTM 2nd Stage,2 BHK,950,2,52,2,5473.68
BTM 2nd Stage,3 BHK,1850,3,170,3,9189.19
BTM 2nd Stage,2 BHK,1200,2,80,2,6666.67
BTM 2nd Stage,2 BHK,1274,2,70,2,5494.51
BTM 2nd Stage,2 BHK,1070,2,48,2,4485.98
BTM 2nd Stage,2 BHK,1280,2,80,2,6250
BTM 2nd Stage,2 BHK,1100,2,70,2,6363.64
BTM 2nd Stage,2 BHK,1000,2,58,2,5800
BTM 2nd Stage,5 Bedroom,2990,5,416,5,13913.04
BTM 2nd Stage,2 BHK,1265,2,55,2,4347.83
BTM 2nd Stage,3 BHK,2200,3,220,3,10000
BTM 2nd Stage,3 BHK,2780,4,325,3,11690.65
BTM 2nd Stage,3 Bedroom,2400,2,360,3,15000
BTM 2nd Stage,2 BHK,965,2,56,2,5803.11
BTM 2nd Stage,2 BHK,1147,2,75,2,6538.8
BTM 2nd Stage,3 BHK,1750,3,172,3,9828.57
BTM 2nd Stage,2 BHK,1400,2,90,2,6428.57
BTM 2nd Stage,2 BHK,1200,2,70,2,5833.33
BTM 2nd Stage,2 BHK,1100,2,47,2,4272.73
BTM 2nd Stage,2 BHK,930,2,46,2,4946.24
BTM 2nd Stage,3 BHK,2500,3,345,3,13800
BTM Layout,2 BHK,1150,2,63,2,5478.26
BTM Layout,6 Bedroom,3300,6,165,6,5000
BTM Layout,3 BHK,1450,2,81,3,5586.21
BTM Layout,3 BHK,1776,2,75,3,4222.97
BTM Layout,3 BHK,1458,3,79,3,5418.38
BTM Layout,2 BHK,935,2,51.5,2,5508.02
BTM Layout,2 BHK,1020,2,46.5,2,4558.82
BTM Layout,3 BHK,1600,3,112,3,7000
BTM Layout,3 BHK,1300,2,75,3,5769.23
BTM Layout,3 BHK,1540,2,78,3,5064.94
BTM Layout,1 BHK,450,1,20,1,4444.44
BTM Layout,2 BHK,1196,2,56.81,2,4750
BTM Layout,3 BHK,1470,2,99,3,6734.69
Babusapalaya,3 BHK,1611,2,66,3,4096.83
Babusapalaya,3 BHK,1675,3,75,3,4477.61
Babusapalaya,2 BHK,1141,2,46,2,4031.55
Babusapalaya,2 BHK,1500,2,57,2,3800
Babusapalaya,2 BHK,1050,2,45,2,4285.71
Babusapalaya,2 BHK,1141,2,45.9,2,4022.79
Babusapalaya,3 BHK,1230,3,53,3,4308.94
Babusapalaya,2 BHK,1105,2,40,2,3619.91
Babusapalaya,3 BHK,1410,2,65,3,4609.93
Babusapalaya,2 BHK,1450,2,55.99,2,3861.38
Babusapalaya,2 BHK,1100,2,38,2,3454.55
Babusapalaya,2 BHK,1061,2,33.84,2,3189.44
Babusapalaya,2 BHK,1061,2,38.95,2,3671.07
Babusapalaya,2 BHK,1061,2,34,2,3204.52
Babusapalaya,2 BHK,1245,2,58,2,4658.63
Badavala Nagar,3 BHK,1494,2,94.55,3,6328.65
Badavala Nagar,2 BHK,1274,2,81,2,6357.93
Badavala Nagar,3 BHK,1842,3,115,3,6243.21
Badavala Nagar,3 BHK,1494,2,94.55,3,6328.65
Badavala Nagar,2 BHK,1274,2,81,2,6357.93
Badavala Nagar,3 BHK,1494,2,94.55,3,6328.65
Badavala Nagar,3 BHK,1842,3,115,3,6243.21
Badavala Nagar,3 BHK,1842,3,115,3,6243.21
Badavala Nagar,3 BHK,1842,3,115,3,6243.21
Balagere,2 BHK,1210,2,80.9,2,6685.95
Balagere,2 BHK,1210,2,72,2,5950.41
Balagere,2 BHK,1205,2,78.5,2,6514.52
Balagere,1 BHK,790.5,1,41.9,1,5300.44
Balagere,2 BHK,1020.07,2,68.38,2,6703.46
Balagere,2 BHK,1205.47,2,81,2,6719.37
Balagere,2 BHK,1007,2,65,2,6454.82
Balagere,2 BHK,1210,2,74,2,6115.7
Balagere,2 BHK,1210,2,83,2,6859.5
Balagere,1 BHK,675,1,45,1,6666.67
Balagere,1 BHK,656,1,43,1,6554.88
Balagere,2 BHK,1012,2,64,2,6324.11
Balagere,2 BHK,1007,2,62,2,6156.9
Balagere,2 BHK,1007,2,67,2,6653.43
Balagere,2 BHK,1007,2,66,2,6554.12
Balagere,1 BHK,645,1,34.18,1,5299.22
Balagere,1 BHK,790.5,1,42.295,1,5350.41
Balagere,2 BHK,1012,2,65,2,6422.92
Balagere,1 BHK,656,1,38.77,1,5910.06
Balagere,1 BHK,645,1,39,1,6046.51
Balagere,1 BHK,645,1,41,1,6356.59
Balagere,2 BHK,1210,2,82,2,6776.86
Balagere,1 BHK,656,1,34.77,1,5300.3
Balagere,2 BHK,1205,2,73.87,2,6130.29
Balagere,2 BHK,1012,2,70,2,6917
Balagere,2 BHK,1007,2,68,2,6752.73
Balagere,2 BHK,1205,2,79,2,6556.02
Balagere,2 BHK,1012,2,68,2,6719.37
Banashankari,2 BHK,1077,2,37.64,2,3494.89
Banashankari,3 BHK,1470,2,88.64,3,6029.93
Banashankari,3 BHK,1300,2,75,3,5769.23
Banashankari,3 BHK,1800,3,115,3,6388.89
Banashankari,2 BHK,1125,2,63,2,5600
Banashankari,2 BHK,1310,2,80,2,6106.87
Banashankari,3 BHK,2600,4,135,3,5192.31
Banashankari,3 BHK,1900,2,170,3,8947.37
Banashankari,2 BHK,1260,2,75,2,5952.38
Banashankari,2 BHK,1170,2,46.79,2,3999.15
Banashankari,3 BHK,1350,2,83,3,6148.15
Banashankari,2 BHK,1330,2,78,2,5864.66
Banashankari,3 BHK,1400,2,78,3,5571.43
Banashankari,3 BHK,1700,3,125,3,7352.94
Banashankari,2 BHK,1020,2,40.79,2,3999.02
Banashankari,2 BHK,1600,2,63.98,2,3998.75
Banashankari,2 BHK,1041,2,36.44,2,3500.48
Banashankari,1 BHK,2400,1,200,1,8333.33
Banashankari,2 BHK,1390,2,86,2,6187.05
Banashankari,2 BHK,1460,2,70,2,4794.52
Banashankari,2 BHK,1200,2,60,2,5000
Banashankari,2 BHK,1290,2,80,2,6201.55
Banashankari,2 BHK,1186,2,65,2,5480.61
Banashankari,3 BHK,1650,3,101,3,6121.21
Banashankari,2 BHK,1181,2,75,2,6350.55
Banashankari,2 BHK,1105,2,90,2,8144.8
Banashankari,1 BHK,720,1,60,1,8333.33
Banashankari,2 BHK,1040,2,45,2,4326.92
Banashankari,2 BHK,1330,2,77,2,5789.47
Banashankari,2 BHK,1200,2,49,2,4083.33
Banashankari,2 BHK,1185,2,67,2,5654.01
Banashankari,2 BHK,1000,2,50,2,5000
Banashankari,3 BHK,1650,3,90.75,3,5500
Banashankari,3 BHK,1650,3,101,3,6121.21
Banashankari,2 BHK,1310,2,80.43,2,6139.69
Banashankari,2 BHK,600,1,27,2,4500
Banashankari,2 BHK,1430,2,87.8,2,6139.86
Banashankari,2 BHK,1020,2,42.83,2,4199.02
Banashankari,3 BHK,1540,3,80,3,5194.81
Banashankari,3 BHK,1683,3,115,3,6833.04
Banashankari,3 BHK,1800,3,125,3,6944.44
Banashankari,2 BHK,1175,2,41.13,2,3500.43
Banashankari,2 BHK,1450,2,50.75,2,3500
Banashankari,3 BHK,1770,3,108,3,6101.69
Banashankari,3 BHK,1800,3,125,3,6944.44
Banashankari,3 BHK,1200,3,74.52,3,6210
Banashankari,2 BHK,1100,2,63,2,5727.27
Banashankari,2 BHK,1020,2,40.79,2,3999.02
Banashankari,2 BHK,1260,2,75,2,5952.38
Banashankari,3 BHK,1426,3,85,3,5960.73
Banashankari Stage II,2 BHK,1700,2,150,2,8823.53
Banashankari Stage II,4 Bedroom,1200,2,150,4,12500
Banashankari Stage II,3 BHK,1500,2,120,3,8000
Banashankari Stage II,5 Bedroom,2400,3,510,5,21250
Banashankari Stage II,3 BHK,1240,2,59.52,3,4800
Banashankari Stage II,2 BHK,1250,2,110,2,8800
Banashankari Stage II,3 BHK,1260,2,95,3,7539.68
Banashankari Stage II,3 Bedroom,2400,2,300,3,12500
Banashankari Stage II,2 BHK,1400,2,100,2,7142.86
Banashankari Stage II,5 BHK,2800,3,425,5,15178.57
Banashankari Stage II,3 Bedroom,3000,3,450,3,15000
Banashankari Stage II,3 BHK,1200,2,198,3,16500
Banashankari Stage II,2 BHK,1245,2,125,2,10040.16
Banashankari Stage III,3 BHK,1305,2,58.7,3,4498.08
Banashankari Stage III,2 BHK,1145,2,58.4,2,5100.44
Banashankari Stage III,3 BHK,1650,3,118,3,7151.52
Banashankari Stage III,4 Bedroom,2400,4,240,4,10000
Banashankari Stage III,3 BHK,1350,2,68,3,5037.04
Banashankari Stage III,3 BHK,1305,2,59,3,4521.07
Banashankari Stage III,3 BHK,1305,2,60,3,4597.7
Banashankari Stage III,2 BHK,1200,2,42,2,3500
Banashankari Stage III,3 BHK,1305,2,59,3,4521.07
Banashankari Stage III,3 BHK,1480,3,75.48,3,5100
Banashankari Stage III,3 BHK,1305,2,59,3,4521.07
Banashankari Stage III,2 BHK,1304,2,111,2,8512.27
Banashankari Stage III,6 Bedroom,3000,6,150,6,5000
Banashankari Stage III,2 BHK,1085,2,50,2,4608.29
Banashankari Stage III,3 BHK,1500,2,100,3,6666.67
Banashankari Stage III,4 Bedroom,2100,3,147,4,7000
Banashankari Stage III,3 BHK,1420,2,95,3,6690.14
Banashankari Stage V,3 BHK,1300,2,58.5,3,4500
Banashankari Stage V,3 BHK,1305,2,49,3,3754.79
Banashankari Stage V,2 BHK,1035,2,35.77,2,3456.04
Banashankari Stage V,3 BHK,1355,2,61,3,4501.85
Banashankari Stage V,3 BHK,1510,3,47.57,3,3150.33
Banashankari Stage V,3 BHK,1650,3,51.98,3,3150.3
Banashankari Stage V,3 BHK,1630,3,51.35,3,3150.31
Banashankari Stage V,3 BHK,1510,3,47.57,3,3150.33
Banashankari Stage V,3 BHK,1315,2,49,3,3726.24
Banashankari Stage V,3 BHK,1540,3,48.51,3,3150
Banashankari Stage V,2 BHK,920,2,41.5,2,4510.87
Banashankari Stage VI,2 BHK,1177.5,2,59.935,2,5090.02
Banashankari Stage VI,4 Bedroom,4800,4,190,4,3958.33
Banashankari Stage VI,4 Bedroom,2800,4,89,4,3178.57
Banashankari Stage VI,4 Bedroom,2200,4,195,4,8863.64
Banashankari Stage VI,2 BHK,1160,2,59,2,5086.21
Banashankari Stage VI,2 BHK,1180,2,59.47,2,5039.83
Banashankari Stage VI,3 BHK,1423,2,71.73,3,5040.76
Banashankari Stage VI,3 BHK,1392,3,69.46,3,4989.94
Banashankari Stage VI,3 BHK,1410.5,2,70.385,3,4990.07
Banashankari Stage VI,4 Bedroom,4800,3,200,4,4166.67
Banaswadi,2 BHK,1184,2,53,2,4476.35
Banaswadi,2 BHK,1145,2,55,2,4803.49
Banaswadi,2 BHK,1250,2,60,2,4800
Banaswadi,2 BHK,1365,2,73,2,5347.99
Banaswadi,5 Bedroom,1903,6,140,5,7356.81
Banaswadi,2 BHK,1222,2,80,2,6546.64
Banaswadi,2 BHK,870,2,38,2,4367.82
Banaswadi,2 BHK,1200,2,60,2,5000
Banaswadi,1 RK,527,1,35,1,6641.37
Banaswadi,2 BHK,1340,2,73,2,5447.76
Banaswadi,2 BHK,1008,2,52,2,5158.73
Banaswadi,2 BHK,1105,2,57,2,5158.37
Banjara Layout,2 Bedroom,1200,2,70,2,5833.33
Banjara Layout,2 Bedroom,1050,2,64.8,2,6171.43
Banjara Layout,2 Bedroom,753,3,59.5,2,7901.73
Banjara Layout,3 Bedroom,2500,4,140,3,5600
Bannerghatta,4 BHK,3012,6,250,4,8300.13
Bannerghatta,3 BHK,1665,3,110,3,6606.61
Bannerghatta,3 BHK,2370,4,195,3,8227.85
Bannerghatta,2 BHK,1100,2,66,2,6000
Bannerghatta,4 BHK,2895.5,2.69,246,4,8495.94
Bannerghatta,2 BHK,1113,2,70,2,6289.31
Bannerghatta,2 BHK,1200,2,73.2,2,6100
Bannerghatta,2 BHK,1070,2,87,2,8130.84
Bannerghatta,3 BHK,1776,3,124,3,6981.98
Bannerghatta,3 BHK,1776,3,150,3,8445.95
Bannerghatta Road,1 BHK,500,1,18.5,1,3700
Bannerghatta Road,2 BHK,1050,2,65,2,6190.48
Bannerghatta Road,3 BHK,1170,2,66,3,5641.03
Bannerghatta Road,1 BHK,595,1,33.32,1,5600
Bannerghatta Road,3 BHK,1445,3,95,3,6574.39
Bannerghatta Road,3 BHK,1640,2,120,3,7317.07
Bannerghatta Road,3 BHK,1460,2,90,3,6164.38
Bannerghatta Road,2 BHK,1179,2,66.02,2,5599.66
Bannerghatta Road,2 BHK,1122.5,2,58.935,2,5250.33
Bannerghatta Road,2 BHK,793,2,45,2,5674.65
Bannerghatta Road,2 BHK,1400,2,78,2,5571.43
Bannerghatta Road,2 BHK,1215,2,50,2,4115.23
Bannerghatta Road,3 BHK,1654,3,100,3,6045.95
Bannerghatta Road,2 BHK,1181,2,55,2,4657.07
Bannerghatta Road,2 BHK,1200,2,75,2,6250
Bannerghatta Road,1 BHK,595,1,31.83,1,5349.58
Bannerghatta Road,2 BHK,1105,2,51,2,4615.38
Bannerghatta Road,2 BHK,1255,2,65.26,2,5200
Bannerghatta Road,3 BHK,1550,3,82,3,5290.32
Bannerghatta Road,3 BHK,1650,3,122,3,7393.94
Bannerghatta Road,2 BHK,912,2,55,2,6030.7
Bannerghatta Road,2 BHK,1218,2,73,2,5993.43
Bannerghatta Road,2 BHK,1115,2,65.12,2,5840.36
Bannerghatta Road,3 BHK,1893,3,100,3,5282.62
Bannerghatta Road,3 BHK,1600,3,95,3,5937.5
Bannerghatta Road,2 BHK,1275,2,65,2,5098.04
Bannerghatta Road,2 BHK,892,2,39,2,4372.2
Bannerghatta Road,2 BHK,1260,2,70,2,5555.56
Bannerghatta Road,2 BHK,1157,2,40,2,3457.22
Bannerghatta Road,2 BHK,1150,2,65,2,5652.17
Bannerghatta Road,2 BHK,1100,2,39,2,3545.45
Bannerghatta Road,3 BHK,1725,3,110,3,6376.81
Bannerghatta Road,6 Bedroom,1850,6,150,6,8108.11
Bannerghatta Road,2 BHK,950,2,38,2,4000
Bannerghatta Road,2 BHK,1220,2,80,2,6557.38
Bannerghatta Road,2 BHK,1130,2,78,2,6902.65
Bannerghatta Road,3 BHK,1486,3,83.22,3,5600.27
Bannerghatta Road,2 BHK,1015,2,48,2,4729.06
Bannerghatta Road,2 BHK,1115,2,61,2,5470.85
Bannerghatta Road,2 BHK,1136,2,48,2,4225.35
Bannerghatta Road,4 BHK,2700,4,260,4,9629.63
Bannerghatta Road,3 BHK,1200,2,69,3,5750
Bannerghatta Road,3 BHK,1465,2,76,3,5187.71
Bannerghatta Road,2 BHK,1302.5,2,67.73,2,5200
Bannerghatta Road,2 BHK,1200,2,65,2,5416.67
Bannerghatta Road,2 BHK,1240,2,65,2,5241.94
Bannerghatta Road,3 BHK,1476,3,125,3,8468.83
Bannerghatta Road,3 BHK,1532.5,3,84.29,3,5500.16
Bannerghatta Road,2 BHK,1268,2,69,2,5441.64
Bannerghatta Road,3 BHK,1450,2,87,3,6000
Bannerghatta Road,4 BHK,2932,5,195,4,6650.75
Bannerghatta Road,2 BHK,960,2,58,2,6041.67
Bannerghatta Road,3 BHK,1750,3,130,3,7428.57
Bannerghatta Road,2 BHK,1275,2,73,2,5725.49
Bannerghatta Road,2 BHK,1240,2,71,2,5725.81
Bannerghatta Road,2 BHK,1215,2,68,2,5596.71
Bannerghatta Road,2 BHK,1215,2,68,2,5596.71
Bannerghatta Road,3 BHK,1894,3,115,3,6071.81
Bannerghatta Road,3 BHK,1693,3,89,3,5256.94
Bannerghatta Road,2 BHK,1280,2,60.16,2,4700
Bannerghatta Road,1 BHK,630,1,35,1,5555.56
Bannerghatta Road,2 BHK,1215,2,68,2,5596.71
Bannerghatta Road,3 BHK,1365,3,76.18,3,5580.95
Bannerghatta Road,2 BHK,1115,2,78,2,6995.52
Bannerghatta Road,3 BHK,1532.5,3,79.465,3,5185.32
Bannerghatta Road,3 BHK,1655,3,90,3,5438.07
Bannerghatta Road,2 BHK,1247,2,47.39,2,3800.32
Bannerghatta Road,2 BHK,1237.5,2,49.49,2,3999.19
Bannerghatta Road,3 BHK,1650,3,94,3,5696.97
Bannerghatta Road,2 BHK,905,2,65,2,7182.32
Bannerghatta Road,2 BHK,1000,2,50,2,5000
Bannerghatta Road,4 BHK,2185,3,120,4,5491.99
Bannerghatta Road,2 BHK,1012,2,45,2,4446.64
Bannerghatta Road,3 BHK,1460,2,80,3,5479.45
Bannerghatta Road,2 BHK,1340,2,85,2,6343.28
Bannerghatta Road,3 BHK,1711,3,125,3,7305.67
Bannerghatta Road,3 BHK,1520,2,81,3,5328.95
Bannerghatta Road,3 Bedroom,2826,3,148,3,5237.08
Bannerghatta Road,2 BHK,1115,2,61,2,5470.85
Bannerghatta Road,2 BHK,1154,2,47,2,4072.79
Bannerghatta Road,2 BHK,1000,2,44.5,2,4450
Bannerghatta Road,2 BHK,1250,2,48,2,3840
Bannerghatta Road,3 BHK,1640,3,105,3,6402.44
Bannerghatta Road,2 BHK,1012,2,44,2,4347.83
Bannerghatta Road,3 BHK,1527,3,115,3,7531.11
Bannerghatta Road,3 BHK,1550,3,96,3,6193.55
Bannerghatta Road,2 BHK,1200,2,78,2,6500
Bannerghatta Road,3 BHK,1885,3,125,3,6631.3
Bannerghatta Road,3 BHK,1450,2,78,3,5379.31
Bannerghatta Road,1 BHK,700,1,31.2,1,4457.14
Bannerghatta Road,2 BHK,905,2,58,2,6408.84
Bannerghatta Road,3 BHK,1920,3,122,3,6354.17
Bannerghatta Road,4 Bedroom,2400,4,180,4,7500
Bannerghatta Road,2 BHK,1270,2,45,2,3543.31
Bannerghatta Road,3 BHK,1520,2,80,3,5263.16
Bannerghatta Road,3 BHK,1270,2,73,3,5748.03
Bannerghatta Road,3 BHK,1846,3,120,3,6500.54
Bannerghatta Road,2 BHK,1122.5,2,61.74,2,5500.22
Bannerghatta Road,3 BHK,1655,3,95,3,5740.18
Bannerghatta Road,2 BHK,1206,2,53,2,4394.69
Bannerghatta Road,2 BHK,1150,2,55,2,4782.61
Bannerghatta Road,2 BHK,1215,2,65,2,5349.79
Bannerghatta Road,3 BHK,1510,2,110,3,7284.77
Bannerghatta Road,2 BHK,1022,2,35,2,3424.66
Bannerghatta Road,2 BHK,1246,2,47.35,2,3800.16
Bannerghatta Road,3 BHK,1470,2,85,3,5782.31
Bannerghatta Road,2 BHK,1160,2,45,2,3879.31
Bannerghatta Road,2 BHK,970,2,57,2,5876.29
Bannerghatta Road,3 BHK,1527,3,142,3,9299.28
Basavangudi,2 BHK,1036,2,105,2,10135.14
Basavangudi,4 BHK,2600,4,260,4,10000
Basavangudi,3 BHK,1600,2,160,3,10000
Basavangudi,2 BHK,1560,2,145,2,9294.87
Basavangudi,3 BHK,1800,3,195,3,10833.33
Basavangudi,2 BHK,1100,2,93,2,8454.55
Basavangudi,2 BHK,1050,2,103,2,9809.52
Basavangudi,2 BHK,1180,2,124,2,10508.47
Basavangudi,2 BHK,1200,2,120,2,10000
Basavangudi,4 BHK,2453,3,250,4,10191.6
Basaveshwara Nagar,5 Bedroom,4500,5,415,5,9222.22
Basaveshwara Nagar,3 BHK,1865,3,145,3,7774.8
Basaveshwara Nagar,2 BHK,1200,2,90,2,7500
Basaveshwara Nagar,5 Bedroom,2400,4,310,5,12916.67
Basaveshwara Nagar,2 BHK,1200,2,80,2,6666.67
Basaveshwara Nagar,2 BHK,900,2,60,2,6666.67
Basaveshwara Nagar,3 BHK,1900,3,150,3,7894.74
Basaveshwara Nagar,2 BHK,1200,2,85,2,7083.33
Basaveshwara Nagar,2 BHK,1200,2,70,2,5833.33
Battarahalli,2 Bedroom,1200,2,65,2,5416.67
Battarahalli,3 BHK,1779,3,89.61,3,5037.1
Battarahalli,2 BHK,1300,2,50,2,3846.15
Battarahalli,3 BHK,1945,3,97.42,3,5008.74
Battarahalli,3 BHK,1777,3,100,3,5627.46
Battarahalli,2 BHK,1135,2,43,2,3788.55
Battarahalli,2 BHK,1276,2,45,2,3526.65
Battarahalli,3 BHK,1880,3,94.36,3,5019.15
Battarahalli,2 BHK,1071,2,62,2,5788.98
Battarahalli,2 BHK,1165,2,43,2,3690.99
Battarahalli,2 BHK,1636,2,82.89,2,5066.63
Battarahalli,3 BHK,1779,3,90,3,5059.02
Battarahalli,2 BHK,1090,2,38.37,2,3520.18
Battarahalli,3 BHK,2082,3,104,3,4995.2
Battarahalli,3 BHK,2024,3,103,3,5088.93
Battarahalli,2 BHK,1097,2,49,2,4466.73
Begur,3 BHK,1419,2,59,3,4157.86
Begur,3 BHK,1580,3,75,3,4746.84
Begur,3 BHK,1559,3,63,3,4041.05
Begur,3 BHK,1445,2,47.1,3,3259.52
Begur,3 BHK,1475,2,74,3,5016.95
Begur,3 Bedroom,3500,4,185,3,5285.71
Begur,2 BHK,1100,2,55,2,5000
Begur,2 BHK,1306,2,65,2,4977.03
Begur,3 BHK,1304,3,65,3,4984.66
Begur,3 BHK,1411,2,60,3,4252.3
Begur,2 BHK,815,2,40,2,4907.98
Begur,3 BHK,1443,2,70,3,4851
Begur Road,2 BHK,1200,2,44,2,3666.67
Begur Road,2 BHK,1200,2,46.8,2,3900
Begur Road,2 BHK,1160,2,44,2,3793.1
Begur Road,3 BHK,1584,3,65,3,4103.54
Begur Road,3 BHK,1615,3,59.76,3,3700.31
Begur Road,2 BHK,1200,2,43.2,2,3600
Begur Road,2 BHK,1160,2,44.08,2,3800
Begur Road,2 BHK,1200,2,45,2,3750
Begur Road,3 BHK,1615,3,60,3,3715.17
Begur Road,3 BHK,1410,2,53,3,3758.87
Begur Road,2 BHK,1200,2,37.8,2,3150
Begur Road,2 BHK,1160,2,40.59,2,3499.14
Begur Road,2 BHK,1260,2,46.62,2,3700
Begur Road,3 BHK,1600,3,58.14,3,3633.75
Begur Road,3 BHK,1500,2,70,3,4666.67
Begur Road,2 BHK,1160,2,42,2,3620.69
Begur Road,2 BHK,1240,2,39.06,2,3150
Begur Road,2 BHK,1200,2,45,2,3750
Begur Road,3 BHK,1500,2,55,3,3666.67
Begur Road,3 BHK,1410,2,52.17,3,3700
Begur Road,3 BHK,1583,3,74.4,3,4699.94
Begur Road,2 BHK,1170,2,46,2,3931.62
Begur Road,2 BHK,1160,2,42.92,2,3700
Begur Road,3 BHK,1410,2,52.17,3,3700
Begur Road,3 BHK,1565,2,59.76,3,3818.53
Begur Road,2 BHK,1160,2,42,2,3620.69
Begur Road,3 BHK,1410,2,53.58,3,3800
Begur Road,2 BHK,1200,2,45,2,3750
Begur Road,2 BHK,1200,2,42.6,2,3550
Begur Road,2 BHK,1160,2,42,2,3620.69
Begur Road,2 BHK,1334,2,42.69,2,3200.15
Begur Road,3 BHK,1565,2,57.91,3,3700.32
Begur Road,2 BHK,1200,2,45.6,2,3800
Begur Road,2 BHK,1215,2,43.13,2,3549.79
Begur Road,2 BHK,1160,2,36.54,2,3150
Begur Road,2 BHK,1200,2,44.4,2,3700
Begur Road,2 BHK,1260,2,39.69,2,3150
Begur Road,4 BHK,2464.5,6,118,4,4787.99
Begur Road,2 BHK,1160,2,44,2,3793.1
Begur Road,2 BHK,952,2,42,2,4411.76
Begur Road,2 BHK,1200,2,42,2,3500
Begur Road,2 BHK,1240,2,45.88,2,3700
Begur Road,3 Bedroom,1200,3,50,3,4166.67
Begur Road,2 BHK,1200,2,44,2,3666.67
Begur Road,2 BHK,1100,2,42.6,2,3872.73
Begur Road,3 BHK,1565,2,57.91,3,3700.32
Begur Road,2 BHK,1200,2,44.4,2,3700
Begur Road,2 BHK,1160,2,36.54,2,3150
Begur Road,2 BHK,1215,2,43.75,2,3600.82
Begur Road,2 BHK,1200,2,44.73,2,3727.5
Begur Road,2 BHK,1160,2,42,2,3620.69
Begur Road,3 BHK,1410,2,54.99,3,3900
Bellandur,3 BHK,1767,3,103,3,5829.09
Bellandur,2 BHK,1205,2,66,2,5477.18
Bellandur,2 BHK,1250,2,76,2,6080
Bellandur,2 BHK,1000,2,50,2,5000
Bellandur,2 BHK,1281,2,74,2,5776.74
Bellandur,2 BHK,921,2,40,2,4343.11
Bellandur,3 BHK,1490,2,98,3,6577.18
Bellandur,3 BHK,2039,3,168,3,8239.33
Bellandur,3 BHK,1605,3,85,3,5295.95
Bellandur,3 BHK,1692,3,88,3,5200.95
Bellandur,2 BHK,1220,2,60,2,4918.03
Bellandur,2 BHK,1299,2,82,2,6312.55
Bellandur,2 BHK,900,2,56,2,6222.22
Bellandur,2 BHK,1350,2,79,2,5851.85
Bellandur,2 BHK,1286,2,57,2,4432.35
Bellandur,4 BHK,3016,4,230,4,7625.99
Bellandur,2 BHK,1457,2,85,2,5833.91
Bellandur,2 BHK,1195,2,51,2,4267.78
Bellandur,2 BHK,1050,2,72,2,6857.14
Bellandur,4 Bedroom,3600,4,260,4,7222.22
Bellandur,2 BHK,1310,2,72,2,5496.18
Bellandur,2 BHK,924,2,35.11,2,3799.78
Bellandur,3 BHK,1785,3,118,3,6610.64
Bellandur,2 BHK,1051,2,60,2,5708.85
Bellandur,2 BHK,1060,2,65,2,6132.08
Bellandur,2 BHK,1100,2,62,2,5636.36
Bellandur,2 BHK,1550,2,59,2,3806.45
Bellandur,2 BHK,924,2,35.11,2,3799.78
Bellandur,3 BHK,1685,3,100,3,5934.72
Bellandur,2 BHK,982,2,55,2,5600.81
Bellandur,2 BHK,981,2,37.28,2,3800.2
Bellandur,2 BHK,1205,2,59,2,4896.27
Bellandur,2 BHK,1063,2,58,2,5456.26
Bellandur,2 BHK,1201,2,59.99,2,4995
Bellandur,2 BHK,1325,2,65,2,4905.66
Bellandur,2 BHK,1281,2,87,2,6791.57
Bellandur,2 BHK,1200,2,52,2,4333.33
Bellandur,3 BHK,1785,3,120,3,6722.69
Bellandur,2 BHK,1088,2,48,2,4411.76
Bellandur,2 BHK,1310,2,85,2,6488.55
Bellandur,2 BHK,982,2,37.28,2,3796.33
Bellandur,2 BHK,1465,3,90,2,6143.34
Bellandur,3 BHK,1767,3,109,3,6168.65
